LongTable-checkbox,lineage1,lineage2,lineage3,depmapId,displayName, Primary Disease
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000368,SNU1105,Brain Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000635,SNU119,Ovarian Cancer
TRUE,Bile Duct,Cholangiocarcinoma,Extrahepatic,ACH-000461,SNU1196,Bile Duct Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000412,SNU1197,Colon/Colorectal Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Laryngeal,ACH-000715,SNU1214,Head and Neck Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-000513,SNU1272,Kidney Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-001786,SNU1544,Colon/Colorectal Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000581,SNU16,Gastric Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,Mucinous,ACH-000989,SNU175,Colon/Colorectal Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000483,SNU182,Liver Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000623,SNU201,Brain Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000266,SNU213,Pancreatic Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Tubular,ACH-000466,SNU216,Gastric Cancer
TRUE,Bile Duct,Cholangiocarcinoma,Extrahepatic,ACH-000268,SNU245,Bile Duct Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000708,SNU283,Colon/Colorectal Cancer
TRUE,Bile Duct,Gallbladder Adenocarcinoma,,ACH-000141,SNU308,Gallbladder Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000933,SNU324,Pancreatic Cancer
TRUE,Kidney,Renal Cell Carcinoma,Clear Cell,ACH-000907,SNU349,Kidney Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000478,SNU387,Liver Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000221,SNU398,Liver Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000955,SNU407,Colon/Colorectal Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000517,SNU410,Pancreatic Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000493,SNU423,Liver Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000420,SNU449,Liver Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Laryngeal,ACH-000500,SNU46,Head and Neck Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000289,SNU466,Brain Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000422,SNU475,Liver Cancer
TRUE,Bile Duct,Cholangiocarcinoma,Extrahepatic,ACH-000377,SNU478,Bile Duct Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000543,SNU489,Brain Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000303,SNU5,Gastric Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000683,SNU503,Colon/Colorectal Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000908,SNU520,Gastric Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Signet Ring Cell,ACH-000736,SNU601,Gastric Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000532,SNU61,Colon/Colorectal Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000325,SNU620,Gastric Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000370,SNU626,Brain Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-001664,SNU638,Gastric Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Diffuse Gastric,ACH-000344,SNU668,Gastric Cancer
TRUE,Uterus,MMMT,,ACH-000407,SNU685,Endometrial/Uterine Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Tubular,ACH-000898,SNU719,Gastric Cancer
TRUE,Central Nervous System,Glioma,Oligodendroglioma,ACH-000807,SNU738,Brain Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000537,SNU761,Liver Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000460,SNU8,Ovarian Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000991,SNU81,Colon/Colorectal Cancer
TRUE,Ovary,Brenner Tumor,,ACH-000280,SNU840,Ovarian Cancer
TRUE,Bile Duct,Cholangiocarcinoma,Extrahepatic,ACH-000182,SNU869,Bile Duct Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000686,SNU878,Liver Cancer
TRUE,Liver,Hepatocellular Carcinoma,,ACH-000316,SNU886,Liver Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Laryngeal,ACH-000692,SNU899,Head and Neck Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000722,SNUC1,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000967,SNUC2A,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-001199,SNUC2B,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000959,SNUC4,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000970,SNUC5,Colon/Colorectal Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000553,SQ1,Lung Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,T-cell ALCL,ACH-000338,SR786,Lymphoma
TRUE,Soft Tissue,,,ACH-002334,SS1A,Sarcoma
TRUE,Bile Duct,Cholangiocarcinoma,Intrahepatic,ACH-001858,SSP25,Bile Duct Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,ACH-000567,ST486,Lymphoma
TRUE,Soft Tissue,Malignant Rhabdoid Tumor,,ACH-001200,STM9101,Rhabdoid
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-002306,STS0421,Gastric Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000114,SU8686,Pancreatic Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,T-cell ALCL,ACH-000664,SUDHL1,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000271,SUDHL10,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell,ACH-002307,SUDHL16,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000365,SUDHL4,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000660,SUDHL5,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000611,SUDHL6,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000656,SUDHL8,Lymphoma
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000652,SUIT2,Pancreatic Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2neg,ACH-001388,SUM102PT,Breast Cancer
TRUE,Breast,Breast Ductal Carcinoma,ERneg HER2neg,ACH-001389,SUM1315MO2,Breast Cancer
TRUE,Breast,Breast Ductal Carcinoma,ERneg HER2neg,ACH-001390,SUM149PT,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2neg,ACH-001391,SUM159PT,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2neg,ACH-001392,SUM185PE,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2pos,ACH-001393,SUM190PT,Breast Cancer
TRUE,Breast,Breast Adenocarcinoma,ERneg HER2pos,ACH-001397,SUM225CWN,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2neg,ACH-001394,SUM229PE,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERpos HER2pos,ACH-001395,SUM44PE,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERpos HER2pos,ACH-001396,SUM52PE,Breast Cancer
TRUE,Central Nervous System,Medulloblastoma,,ACH-001201,SUMB002,Brain Cancer
TRUE,Blood,ALL,B-cell,ACH-000059,SUPB15,Leukemia
TRUE,Blood,ALL,B-cell,ACH-002308,SUPB8,Leukemia
TRUE,Lymphocyte,Hodgkin Lymphoma,,ACH-001203,SUPHD1,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,T-cell ALCL,ACH-000226,SUPM2,Lymphoma
TRUE,Blood,ALL,T-cell,ACH-000953,SUPT1,Leukemia
TRUE,Blood,ALL,T-cell,ACH-000122,SUPT11,Leukemia
TRUE,Embryo,Teratoma,Testicular,ACH-001668,SUSA,Teratoma
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-000437,SW1088,Brain Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000489,SW1116,Colon/Colorectal Cancer
TRUE,Lung,SCLC,,ACH-000890,SW1271,Lung Cancer
TRUE,Adrenal Cortex,Adrenal Carcinoma,,ACH-001401,SW13,Adrenal Cancer
TRUE,Bone,Chondrosarcoma,,ACH-000418,SW1353,Bone Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000236,SW1417,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000470,SW1463,Colon/Colorectal Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-001398,SW156,Kidney Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000677,SW1573,Lung Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000566,SW1710,Bladder Cancer
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-000883,SW1783,Brain Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000155,SW1990,Pancreatic Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000820,SW403,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000958,SW48,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000842,SW480,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-001825,SW527,Colon/Colorectal Cancer
TRUE,Thyroid,Thyroid Squamous,,ACH-000163,SW579,Thyroid Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000651,SW620,Colon/Colorectal Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-001399,SW626,Colon/Colorectal Cancer
TRUE,Soft Tissue,Fibrosarcoma,,ACH-002309,SW684,Sarcoma
TRUE,Cervix,Cervical Squamous,,ACH-001402,SW756,Cervical Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000384,SW780,Bladder Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000421,SW837,Colon/Colorectal Cancer
TRUE,Soft Tissue,Liposarcoma,,ACH-002310,SW872,Liposarcoma
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000669,SW900,Lung Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000680,SW948,Colon/Colorectal Cancer
TRUE,Cervix,Cervical Squamous,,ACH-001400,SW954,Cervical Cancer
TRUE,Skin,,,ACH-002200,SW962,Skin Cancer
TRUE,Soft Tissue,Synovial Sarcoma,,ACH-001274,SW982,Sarcoma
TRUE,Soft Tissue,Synovial Sarcoma,,ACH-001275,SYO1,Sarcoma
TRUE,Fibroblast,Fibroblast Bone,,ACH-000529,T173,Fibroblast
TRUE,Urinary Tract,Bladder Carcinoma,,ACH-000018,T24,Bladder Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000813,T3M10,Lung Cancer
TRUE,Uterus,Choriocarcinoma,,ACH-002021,T3M3,Endometrial/Uterine Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000085,T3M4,Pancreatic Cancer
TRUE,Thyroid,Thyroid Squamous,,ACH-002042,T3M5,Thyroid Cancer
TRUE,Breast,Breast Ductal Carcinoma,ERpos HER2neg,ACH-000147,T47D,Breast Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000381,T84,Colon/Colorectal Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000571,T98G,Brain Cancer
TRUE,Blood,ALL,T-cell,ACH-000197,TALL1,Leukemia
TRUE,Blood,ALL,B-cell,ACH-001669,TANOUE,Leukemia
TRUE,Peripheral Nervous System,PNET,,ACH-001670,TASK1,Brain Cancer
TRUE,Bone,Ewing Sarcoma,,ACH-001283,TC106,Bone Cancer
TRUE,Bone,Ewing Sarcoma,,ACH-001430,TC138,Bone Cancer
TRUE,Bone,Ewing Sarcoma,,ACH-001431,TC205,Bone Cancer
TRUE,Bone,Ewing Sarcoma,,ACH-001205,TC32,Bone Cancer
TRUE,Bone,Ewing Sarcoma,,ACH-000424,TC71,Bone Cancer
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000502,TCCPAN2,Pancreatic Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000720,TCCSUP,Bladder Cancer
TRUE,Cervix,Cervical Small Cell,,ACH-002201,TCYIK,Cervical Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-000561,TDOTT,Esophageal Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-000647,TE1,Esophageal Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-000318,TE10,Esophageal Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-000488,TE11,Esophageal Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-002311,TE12,Esophageal Cancer
TRUE,Fibroblast,Fibroblast Soft Tissue,,ACH-000079,TE125T,Fibroblast
TRUE,Esophagus,Esophagus Squamous,,ACH-000726,TE14,Esophageal Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-000353,TE15,Esophageal Cancer
TRUE,Fibroblast,Fibroblast Soft Tissue,,ACH-000175,TE159T,Fibroblast
TRUE,Esophagus,Esophagus Squamous,,ACH-000917,TE4,Esophageal Cancer
TRUE,Soft Tissue,Rhabdomyosarcoma,,ACH-000772,TE441T,Sarcoma
TRUE,Esophagus,Esophagus Squamous,,ACH-000408,TE5,Esophageal Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-000605,TE6,Esophageal Cancer
TRUE,Soft Tissue,Rhabdomyosarcoma,,ACH-000051,TE617T,Sarcoma
TRUE,Esophagus,Esophagus Squamous,,ACH-000452,TE8,Esophageal Cancer
TRUE,Esophagus,Esophagus Squamous,,ACH-000694,TE9,Esophageal Cancer
TRUE,Uterus,Clear Cell Carcinoma,,ACH-000397,TEN,Endometrial/Uterine Cancer
TRUE,Blood,AML,,ACH-000387,TF1,Leukemia
TRUE,Bile Duct,Cholangiocarcinoma,Extrahepatic,ACH-001673,TFK1,Bile Duct Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000949,TGBC11TKB,Gastric Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,Papillotubular,ACH-002023,TGBC18TKB,Colon/Colorectal Cancer
TRUE,Bile Duct,Gallbladder Adenocarcinoma,,ACH-001861,TGBC1TKB,Gallbladder Cancer
TRUE,Bile Duct,Gallbladder Adenocarcinoma,,ACH-002312,TGBC24TKB,Gallbladder Cancer
TRUE,Bile Duct,Cholangiocarcinoma,Extrahepatic,ACH-001862,TGBC52TKB,Bile Duct Cancer
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-001674,TGW,Neuroblastoma
TRUE,Blood,AML,M5,ACH-000146,THP1,Leukemia
TRUE,Fibroblast,Fibroblast Lung,,ACH-001207,TIG3TD,Fibroblast
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell,ACH-002313,TK,Lymphoma
TRUE,Kidney,,,ACH-001208,TK10,Kidney Cancer
TRUE,Bile Duct,Cholangiocarcinoma,Intrahepatic,ACH-001863,TKKK,Bile Duct Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,ACH-002055,TL1,Lymphoma
TRUE,Central Nervous System,Glioma,,ACH-000592,TM31,Brain Cancer
TRUE,Soft Tissue,Malignant Rhabdoid Tumor,,ACH-000172,TM87,Rhabdoid
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-002202,TMK1,Gastric Cancer
TRUE,Peripheral Nervous System,Neuroblastoma,Adrenal,ACH-002080,TN2,Neuroblastoma
TRUE,Ovary,Ovary Adenocarcinoma,,ACH-001403,TO14,Ovarian Cancer
TRUE,Fibroblast,Fibroblast Lymphocyte,,ACH-000125,TO175T,Fibroblast
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000285,TOLEDO,Lymphoma
TRUE,Ovary,Ovary Adenocarcinoma,Endometrioid,ACH-000048,TOV112D,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Clear Cell,ACH-000885,TOV21G,Ovarian Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001675,TR146,Head and Neck Cancer
TRUE,Thyroid,Thyroid Squamous,,ACH-001321,TT,Thyroid Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-002025,TT1TKB,Colon/Colorectal Cancer
TRUE,Thyroid,Thyroid Carcinoma,Follicular,ACH-000716,TT2609C02,Thyroid Cancer
TRUE,Soft Tissue,Malignant Rhabdoid Tumor,,ACH-001210,TTC1240,Rhabdoid
TRUE,Soft Tissue,Rhabdomyosarcoma,Embryonal,ACH-001750,TTC442,Sarcoma
TRUE,Bone,Ewing Sarcoma,,ACH-001206,TTC466,Bone Cancer
TRUE,Soft Tissue,Malignant Rhabdoid Tumor,,ACH-001211,TTC549,Rhabdoid
TRUE,Soft Tissue,Malignant Rhabdoid Tumor,,ACH-001212,TTC642,Rhabdoid
TRUE,Soft Tissue,Malignant Rhabdoid Tumor,,ACH-000597,TTC709,Rhabdoid
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000459,TUHR10TKB,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000317,TUHR14TKB,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000495,TUHR4TKB,Kidney Cancer
TRUE,Blood,AML,M5,ACH-002314,TUR,Leukemia
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000430,TYKNU,Ovarian Cancer
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-000040,U118MG,Brain Cancer
TRUE,Central Nervous System,Glioma,,ACH-001214,U138MG,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000208,U178,Brain Cancer
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-000232,U251MG,Brain Cancer
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-001172,U251MGDM,Brain Cancer
TRUE,Plasma Cell,Multiple Myeloma,Plasmacytoma,ACH-000626,U266B1,Myeloma
TRUE,Lymphocyte,Lymphoma Unspecified,B-cell,ACH-001677,U2904,Lymphoma
TRUE,Bone,Osteosarcoma,,ACH-000364,U2OS,Bone Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000036,U343,Brain Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,Lymphoblastic Lymphoma,ACH-001680,U698M,Lymphoma
TRUE,Central Nervous System,Glioma,Astrocytoma,ACH-000075,U87MG,Brain Cancer
TRUE,Blood,AML,,ACH-000406,U937,Leukemia
TRUE,Skin,Melanoma,,ACH-000579,UACC257,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000425,UACC62,Skin Cancer
TRUE,Skin,Melanoma,,ACH-002004,UACC62SKINCJ1,Skin Cancer
TRUE,Breast,Breast Ductal Carcinoma,ERpos HER2pos,ACH-000568,UACC812,Breast Cancer
TRUE,Breast,Breast Ductal Carcinoma,ERneg HER2pos,ACH-000554,UACC893,Breast Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000741,UBLC1,Bladder Cancer
TRUE,Bone,Chordoma,Chordoma Sacral,ACH-002204,UCH2,Bone Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Hypopharyngeal,ACH-002391,UDSCC2,Head and Neck Cancer
TRUE,Lymphocyte,Hodgkin Lymphoma,,ACH-001685,UHO1,Lymphoma
TRUE,Lung,Lung Carcinoid,,ACH-001417,UMC11,Lung Cancer
TRUE,Bone,Chordoma,,ACH-001957,UMCHOR1,Bone Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-001224,UMRC2,Kidney Cancer
TRUE,Kidney,,,ACH-001687,UMRC3,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-001225,UMRC6NEO,Kidney Cancer
TRUE,Kidney,,,ACH-001688,UMRC7,Kidney Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000834,UMUC1,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001412,UMUC10,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001413,UMUC11,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001407,UMUC13,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001408,UMUC14,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001409,UMUC16,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000522,UMUC3,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001410,UMUC4,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Squamous,ACH-001411,UMUC5,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001414,UMUC6,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001415,UMUC7,Bladder Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-001416,UMUC9,Bladder Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000428,UO31,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000262,UOK101,Kidney Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001690,UPCISCC026,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001692,UPCISCC040,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001694,UPCISCC074,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,ACH-001227,UPCISCC090,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001696,UPCISCC111,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001698,UPCISCC116,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001699,UPCISCC131,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,ACH-001228,UPCISCC152,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Oral,ACH-001229,UPCISCC154,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-001701,UPCISCC200,Head and Neck Cancer
TRUE,Blood,AML,,ACH-001230,UT7,Leukemia
TRUE,Central Nervous System,Medulloblastoma,,ACH-001232,UW228,Brain Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Serous,ACH-001418,UWB1289,Ovarian Cancer
TRUE,Soft Tissue,Epithelioid Sarcoma,,ACH-001702,VAESBJ,Sarcoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-001703,VAL,Lymphoma
TRUE,Prostate,Prostate Adenocarcinoma,,ACH-000115,VCAP,Prostate Cancer
TRUE,Urinary Tract,Bladder Carcinoma,Bladder Transitional Cell,ACH-000545,VMCUB1,Bladder Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-001233,VMRCLCD,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-001234,VMRCLCP,Lung Cancer
TRUE,Skin,Melanoma,,ACH-001704,VMRCMELG,Skin Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000484,VMRCRCW,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-000171,VMRCRCZ,Kidney Cancer
TRUE,Breast,Breast Ductal Carcinoma,,ACH-001419,VP229,Breast Cancer
TRUE,Blood,CLL,B-cell,ACH-001707,WAOSEL,Leukemia
TRUE,Eye,Retinoblastoma,,ACH-001421,WERIRB1,Eye Cancer
TRUE,Engineered,,,ACH-002316,WIL2NS,Non-Cancerous
TRUE,Skin,Melanoma,,ACH-000304,WM115,Skin Cancer
TRUE,Skin,Melanoma,,ACH-002205,WM1552C,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000661,WM1799,Skin Cancer
TRUE,Skin,Melanoma,,ACH-001239,WM2664,Skin Cancer
TRUE,Skin,Melanoma,,ACH-002206,WM278,Skin Cancer
TRUE,Skin,Melanoma,Acral,ACH-002508,WM3211,Skin Cancer
TRUE,Skin,Melanoma,,ACH-002207,WM35,Skin Cancer
TRUE,Eye,Uveal Melanoma,,ACH-002687,WM3772F,Eye Cancer
TRUE,Skin,Melanoma,Acral,ACH-002509,WM4235,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000827,WM793,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000899,WM88,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000765,WM983B,Skin Cancer
TRUE,Prostate,Prostate Adenocarcinoma,,ACH-001422,WPE1NA22,Prostate Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000534,WSUDLCL2,Lymphoma
TRUE,Lymphocyte,Lymphoma Unspecified,B-cell,ACH-001709,WSUNHL,Lymphoma
TRUE,Eye,Retinoblastoma,,ACH-001295,Y79,Eye Cancer
TRUE,Soft Tissue,Synovial Sarcoma,,ACH-001277,YAMATO,Sarcoma
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000332,YAPC,Pancreatic Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Tongue,ACH-000723,YD10B,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Tongue,ACH-000836,YD15,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,,ACH-000762,YD38,Head and Neck Cancer
TRUE,Upper Aerodigestive,Upper Aerodigestive Squamous,Tongue,ACH-000630,YD8,Head and Neck Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000469,YH13,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000570,YKG1,Brain Cancer
TRUE,Breast,Breast Carcinoma,,ACH-001249,YMB1,Breast Cancer
TRUE,Breast,Breast Ductal Carcinoma,,ACH-002208,YMB1E,Breast Cancer
TRUE,Bile Duct,Cholangiocarcinoma,Intrahepatic,ACH-001864,YSCCC,Bile Duct Cancer
TRUE,Blood,NKC,,ACH-002317,YT,Leukemia
TRUE,Breast,Breast Ductal Carcinoma,ERpos HER2neg,ACH-000097,ZR751,Breast Cancer
